name,company,city,salary,exp,edu,details
C++工程师,致远电子,广州,8-13K·13薪,1-3年,本科,"工作职责：
1．参与完成项目需求分析和系统设计，并形成文档；
2．根据项目需求，开发完成对应的功能模块；
3．协助测试工程师完成相关测试，并对其提出的软件BUG及时进行修正；
4．总结项目过程中的经验教训并编写成技术文档供其它工程师查阅； 
任职要求：
1．本科以上学历，计算机相关专业，有1年以上工作经验；
2．具有良好的面向对象开发思想；
3．熟悉C/C++开发语言，熟悉Qt或MFC等界面开发技术；
4．熟悉多线程、常用数据结构和算法；
5．吃苦耐劳，有拼搏精神，具有良好的团队合作精神；
福利待遇：
1.5天8小时工作制；
2.公司实行合同制为每一个员工签订劳动合同；
3.享受带薪年假、婚假、产假、陪产假、法定假等；
4.参加社会保险（养老、失业、工伤、医疗、生育）；
5.为员工购买住房公积金；
6.员工结婚、生子分别有礼金相赠；
7.节日福利礼品；
8.享受年终奖金；
9.公司组织体检；
10.学习购书报销；
11.公司每年举行各项活动，例如公司周年庆祝活动、春节晚会、旅游等。
                            "
C++服务端,腾鼎科技,广州,6-10K,1年以内,大专,"岗位职责：
1、参与游戏项目的整体技术工作与开发流程；
2、根据策划需求，负责游戏服务端功能的开发；
3、服务端程序试调和BUG追踪；
4、搜集整理项目所需的各项新技术。
任职要求：
1、大专或以上学历，计算机、软件工程等相关专业，半年到1年以上经验；
2、C/C++基础扎实，学习能力好；有linux环境服务端开发经验者优先
3、做过游戏服务器开发者优先，有脚本开发经验优先，懂得LUA更好；
4、具备强烈的责任感和敬业精神；
5、抗压力好，良好的沟通能力和团队协作能力。
【公司福利】
行业可比薪资、项目奖金、年底双薪、五险一金、弹性工作时间、带薪年假、团建活动、节日福利、包餐、不定期下午茶、车补等！
                            "
C++转erlang,祥昭公司,广州,4-7K,应届生,大专,"岗位职责：
1.根据策划给出的文档负责游戏功能系统的服务端（erlang语言）开发工作；
2.处理所负责模板出现的bug；
3.上级交代的其他工作；
岗位要求：
1.大专以上学历，计算机等相关专业2019届毕业生，；
2.熟悉使用C/C++编程语言；
3.熟悉面向对象编程，了解设计模式；
4.热爱游戏制作，喜欢玩游戏；
5.具备良好的沟通能力和团队合作精神，有责任感。
                            "
C++服务端,祺曜互娱,广州,10-18K,1-3年,大专,"岗位职责：
1、根据策划文档，完成游戏服务器的逻辑模块的开发；
2、设计和优化游戏数据结构；
3、维护和优化游戏服务器；
4、手游项目
任职要求：
1、熟悉C++，扎实的数据结构与算法基础；
2、有1年以上的服务器开发经验；
3、精通C++编程，熟悉lua脚本优先；
4、熟悉数据库开发，熟悉mysql；
5、有良好的沟通能力和团队协作能力；
                            "
C++,偕作信息,广州,3-6K,经验不限,本科,"经过多年积累，公司今年在图像识别、人工智能领域将大力发展。欢迎志同道合者加盟。我们未必能提供给您市场中最高的薪水，但会与您一起开拓最有前景的业务领域！
工作内容：
1.主要从事视频处理、视频识别类工作。
2.有深度学习视频分析经验者优先。没有的话，以后来学也行。
3.c++开发，linux环境，要求有基础，能快速上手。
4.熟悉网络通信，及iptables、iproute2及各种虚拟网络设备。
4.对linux异常崩溃等问题具备诊断能力。
任职要求：
1.接受实习，但要求此前基础课程认真学习过，并有用c++写过小应用程序。
2.c++需要长期积累，因此需要对开发有热情，努力好学，能长期坚持不懈。
3.有大牛做导师直接指导，要求主动学习能力强，上手速度快。
                            "
C++工程师,成高成数据集团,广州,12-18K,3-5年,本科,"1. 完成项目需求分析和系统设计，并形成文档；
2. 根据项目需求，开发完成相应的功能模块；
3. 协助测试工程师，及时进行修正软件BUG；
4. 总结项目过程中的经验，编写成技术文档。
任职要求：
1.C++开发经验2年以上；
2.精通C/C++，熟悉socket编程，有跨平台编程经验优先；
3.熟悉linux命令，能在Cinux平台开发应用；
4.熟悉使用Visual studio，QT等常用开发工具；
                            "
C++,网和,广州,2-4K,经验不限,大专,"计算机相关专业
熟悉c++面向对象开发
具备良好的算法编写基础
熟悉WINDOWS VS，linux下c++程序编写
基本的图像数据内容处理经验
对图像智能算法有热情和兴趣
能主动解决开发中遇到的实际问题
                            "
C/C++软件工程师,蓝鸽集团,广州,10-15K,经验不限,本科,"岗位职责：
1、设计、开发基于多媒体文本资料处理的核心识别技术；
2、优化识别算法，不断提高识别准确率及识别效率；
3、优化数据库访问性能，提高系统并发处理能力。
任职要求：
1、本科及以上学历，计算机、软件、电子通信等相关专业；
2、精通C/C++编程技术，熟悉SQL Server、MySQL等数据库操作；
3、熟悉HTML标签、XML结构、正则式匹配，具有各种文本处理经验者优先；
4、数学基础较好，具有较强的逻辑思维能力；
5、具有相关项目经验者优先。
                            "
C++工程师,软通动力,广州,8-16K,1-3年,本科,"任职要求：
1、大学统招本科学历，计算机、软件工程、通讯及计算机相关专业；
2、1年以上C++开发经验；
3、熟悉C++，对C相关、面向对象相关的知识理解透彻；
4、熟悉linux或者unix系统下的编程，熟悉常用的命令操作优先；
5、熟悉Oracle，具备数据库性能优化、库表设计、存储过程编写的能力优先；
项目介绍
     BOSS系统是综合的业务运营和管理平台，是移动通讯公司用来满足用户日常的通讯，数据上网，多媒体业务等功能的一套系统。目前为止有效承载用户已经达一亿以上，承载产品一万多种。 具有产品丰富，业务繁多，功能多样化特点。 移动BOSS系统 承载了全省用户的产品订购关系，用户服务功能，用户优惠关系。同时也提供了多种渠道的接口（如网站，短厅，客服10086，以及全省跨区业务）来给用户和其他移动平台办理业务。
      物联网PBOSS是中国移动为满足物联网发展，专门建设的一个支撑平台，与NGCRM类似，但它是一级系统，连接全国的30多个省、直辖市。主要实现物联网业务的集中受理，业务长流程的全网跟踪和管控，以及物联网全网产品和资源的统一管理功能。业务实现机制上有领域模型、信息模型、服务开通、订单流机制等，采用的技术方面用java、jsp、sevlet、tomcat、css、javascript、Quartz、spring、struts、ibatis、hibernate、HQ、http、soap等。
                            "
C++服务器主程,益心,广州,25-30K,经验不限,大专,"工作职责;
1.	实现关键框架代码，编写服务器端总体设计文档 ;
2.	根据策划需求，分配并指导服务器端工程师工作，协同完成程序的编码、调试、配置等工作;
3.	负责服务器端架构设计、模块划分、团队合作和人员分工 ;
任职要求：
1.	3年以上C++服务器开发经验，其中1年以上游戏服务器主程岗位经历，有完整的项目立项，上线运营经验；
2.	熟悉C++，socket等，熟悉面向对象编程等；
3.	良好的管理经验，抗压能力好；
                            "
C++,软通动力,广州,7-14K,1-3年,本科,"任职要求：
1、大学统招本科学历，计算机、软件工程、通讯及计算机相关专业；
2、1年以上C++开发经验；
3、熟悉C++，对C相关、面向对象相关的知识理解透彻；
4、熟悉linux或者unix系统下的编程，熟悉常用的命令操作优先；
5、熟悉Oracle，具备数据库性能优化、库表设计、存储过程编写的能力优先；
项目介绍
     BOSS系统是综合的业务运营和管理平台，是移动通讯公司用来满足用户日常的通讯，数据上网，多媒体业务等功能的一套系统。目前为止有效承载用户已经达一亿以上，承载产品一万多种。 具有产品丰富，业务繁多，功能多样化特点。 移动BOSS系统 承载了全省用户的产品订购关系，用户服务功能，用户优惠关系。同时也提供了多种渠道的接口（如网站，短厅，客服10086，以及全省跨区业务）来给用户和其他移动平台办理业务。
      物联网PBOSS是中国移动为满足物联网发展，专门建设的一个支撑平台，与NGCRM类似，但它是一级系统，连接全国的30多个省、直辖市。主要实现物联网业务的集中受理，业务长流程的全网跟踪和管控，以及物联网全网产品和资源的统一管理功能。业务实现机制上有领域模型、信息模型、服务开通、订单流机制等，采用的技术方面用java、jsp、sevlet、tomcat、css、javascript、Quartz、spring、struts、ibatis、hibernate、HQ、http、soap等。
                            "
C++软件工程师,宏光软件,广州,10-15K,经验不限,本科,"岗位职责：
1、参与产品详细设计，并完成核心代码编写；
2、参与产品的业务流程及需求分析；
3.  负责维护和完善软件现有功能代码，以及新功能的开发。
岗位要求：
1、 全日制本科以上学历，2年以上工作经验。
2、精通c++语言的编程。
3、有较强的学校能力、逻辑思维能力、沟通协调能力；
4、具备较好的抗压能力、较强的敬业精神和责任心、良好的团队合作意识。
                            "
C++服务端,胡莱游戏,广州,12-18K,1-3年,本科,"职位职责
1、负责所属模块的代码开发、调试与维护工作，并及时支持配合其它同事工作；
2、编制相关的各类技术文档，并对所属模块发展提供建议和策略；
3、能独立完成功能需求，对突发性出现的问题能及时追踪、定位和解决；
4、完成其他交办的其他各类技术开发任务；
职位要求
1、熟练掌握C/C++编程语言；
2、熟悉各种网络通讯协议，熟悉Socket、TCP/IP编程；
3、熟悉针对大规模、高性能mmo类型网络游戏服务器架构；
4、熟练掌握MySQL数据库的使用；
5、熟悉linux下C/C++开发环境；
6、1年以上网游服务端开发经验""
                            "
c++游戏服务器,广州畅途网络科技,广州,9-12K,1-3年,本科,"C++游戏服务器
岗位职责：
1、负责游戏核心功能模块的开发和优化
2、根据要求，与团队协作，完成相关逻辑系统的设计和开发
任职要求：
1、精通c/c++,熟悉常用数据结构和算法，2年及以上;
2、有liunx开发经验
3、精通TCP/IP协议及编程； 
4、熟悉MySQL的使用和开发； 
5、熟悉lua脚本语言； 
6、熟悉多线程编程
                            "
C++,欢聚时代,广州,15-30K,3-5年,本科,"任职资格：
1、本科以上学历，计算机相关专业，2年以上分布式系统开发经验；  
2、熟悉C/C++/JAVA，深入了解TCP/IP等网络相关协议，具备网络编程能力；
3、熟悉linux操作系统，有该系统开发经验；
4、态度积极、学习能力强、良好团队合作精神。
                            "
C++服务端,祺曜互娱,广州,12-20K,1-3年,大专,"1、根据策划文档，完成游戏服务器的逻辑模块的开发；
2、设计和优化游戏数据结构；
3、维护和优化游戏服务器；
任职要求：
1、熟悉C++，扎实的数据结构与算法基础；
2、有1年以上的服务器开发经验；
3、精通C++编程，熟悉lua脚本优先；
4、熟悉数据库开发，熟悉mysql；
5、有良好的沟通能力和团队协作能力；
                            "
C++工程师,创能科技,广州,13-22K·13薪,3-5年,本科,"我们为您提供：
1、舒适、和谐、智能化的办公环境。
2、五天7.5小时弹性工作制。
3、富有竞争力的薪酬福利：六险一金、包早午餐、项目奖金、健康体检、旅游、工龄假期、免费班车、节日礼品等。
4、广阔的职业发展空间。
5、全方位的培训机会。
公司网站：网站：www.createw.com
公司电话：*****
岗位职责：
1.负责软件项目C++部分的开发、测试和维护工作；
2.软件产品相关技术文档的编写和维护工作。
任职资格：
1.熟悉Linux内核及Linux环境下程序开发；
2..熟悉基于QT的UI开发；
3.熟悉Oracle/Mysql/SQLServer数据库及相关应用开发；
4.具备良好的英文阅读能力，能独立阅读英文技术文档。
                            "
C++高级工程师,巨辰信息,广州,12-18K,5-10年,大专,"岗位职责：
1.负责基于FreeSWITCH的通讯平台服务器功能开发
2.负责基于FreeSWITCH的呼叫系统的架构优化
3.负责FreeSWITCH与客户端通讯过程中疑难问题的排查和解决
职能要求：
1.3年以上的项目开发经验
2.熟练掌握Linux下C/C++设计与编程，有Linux服务端开发经验；
3.熟悉FreeSWITCH、Asterisk、Kamailio、Opensips等相关开源软件，至少2年以上开发经验；
4.精通SIP、RTP/RTCP协议，熟悉常用的音视频编码；
5.熟悉Mysql、Redis、MongoDB等数据库；
6.有IVR、CallCenter、计费相关开发经验者优先；
7.具有良好的沟通能力和团队合作精神，工作责任心和抗压能力强，善于学习；
8.有呼叫中心的软件开发经验，了解呼叫中心的基本框架和流程的优先；
在巨辰您需要做的是：
1、负责大客户拓展、维护；
2、制定各销售阶段的竞争策略并实施，协调并利用公司内外部资源获取订单；
3、进行商务谈判；
4、完成公司规定的销售业绩目标及各项考核指标；
5、完成领导安排的其他工作。
工作时间：周一至周五 周末双休
归属部门：巨辰集团技术中心
工作地点：广州市天河区汇彩路38号领汇创展商务中心D3栋二楼全层
面试地点：广州市天河区汇彩路38号领汇创展商务中心D5栋四楼全层
交通指引：公交至汇彩路站/汇彩路总站，或地铁至三溪站B出口800米
公司官网：www.juchn.com
巨辰为您提供什么？
助您实现梦想的巨辰内部创业扶持机制、员工梦想基金，靠谱的团队，融洽的工作氛围，舒适的工作环境等，天马行空包您满意；
五险一金，带薪年假，工龄奖励（逐年递增150元/月），专业培训，不定期旅游，精彩团队活动，节日礼品礼金等应有尽有；
各种咖啡各种好茶，还有不增肥的美味下午茶~
来巨辰，您可尽情享受与营销、技术、运营、服务等领域顶尖人才共创成长的快意！
还不满意？那您来跟我说啊~~
                            "
c++工程师,赫墨拉游戏,广州,8-13K,1年以内,本科,"1.手游服务端模块设计与开发；
2.数据库的设计与维护；
3.版本开发维护；
4.优化系统、框架、游戏算法设计。
任职要求、
1.计算机相关专业，本科以上学历；
2.热爱手游开发，对游戏开发充满热情；有游戏开发经验优先；
3.有一定的语言基础，熟悉c++语言。
4.熟悉了解分布式系统开发；
5.熟悉基本数据结构和算法，具备基本的算法设计能力，了解常用的设计模式；
6.熟悉MySQL；
7.熟悉linux + shell；
8.有网络编程基础优先；
9.有独立的用代码解决问题的能力，对待疑难问题有足够的耐心；
10.自学能力强，抗压能力强，工作踏实勤恳，有较强的团队合作精神。
                            "
c++,广州东房人,广州,4-9K,1-3年,大专,"1.掌握 C/C++
2.掌握数据结构和游戏开发常用算法
3.良好的设计能力、规范的编程风格和良好文档习惯
4.具有优良的团队精神、敬业精神和沟通协调能力,能承受工作压力
5.有网络游戏开发经验者优先
6.对游戏开发具有浓厚的兴趣和热情
职位描述:
1.熟悉网络基本原理,TCP/IP协议;
2.c/c++基础扎实,2年以上网络开发经验;
3.熟悉vs2005/2010开发环境,有面向对象开发和设计经验;
4.思路清晰、严谨,逻辑性强,能承受压力,融入团队;
5.要求有较强的责任心;
6.喜欢网络游戏,对游戏的技术实现有一定研究,想做自己的游戏;
                            "
C++,鼎捷软件,广州,8-16K,1-3年,本科,"项目：新零售云中台，面向零售行业，提供完整营销活动、销售行为的解决方案。
产品线：包括移动商城、大数据处理、无人售货等多种前沿科技
职责：
1.负责公司产品开发，编写相关开发文档，完成功能应用的基础测试；
2.完成所负责开发模块的详细设计和文档编写；
3.完成所负责开发模块的代码维护工作，并对存在的应用做优化；
4.协助完成项目验收工作。
任职要求：
1.计算机相关专业优先；
2.具有C++实际开发工作经验，能独立完成项目开发；
3.掌握数据库技术，有数据库如：MySQL、Oracle等开发的经验；
4.具备良好的软件编程习惯，能编写相应的开发文档，熟悉开发工作相关流程；
5.良好的沟通及团队协作能力、执行力，具备较好的心理素质；
加入鼎捷，您可以获得优厚的薪资福利待遇和完善的培训发展体系----固定的基本薪资、岗位技能/管理津贴、年终奖、绩效奖金、年度调薪
----法定年假、福利年假、法定节假日、带薪病假
----五险一金、商业保险（补充医疗险、意外伤害险）
----午餐补贴、通讯补贴、自备机补贴、出差补贴
----生日礼金、节假日福利、婚丧喜庆福利、定期体检
----健全完善的培训体系（新人训、专业训、部门内训、新人带教制度等）
----宽广的晋升发展平台
更多鼎捷相关：http://www.digiwin.com.cn/yqh/Simple_dem/index.html
注意：应聘者需承诺提供的相关材料真实、合法，不存在虚假成分；如有虚假材料，视为不符合该岗位的录用条件。
                            "
c++开发工程师,广州多益网络,广州,10-15K,1-3年,本科,"工作职责：
1、根据需求进行相应的程序（网站、IM、语音视频通信）开发，实现各模块功能，编写相应的技术文档；
2、对自己开发的功能进行相关测试，对QC反馈的软件问题进行修复，对软件进行性能、代码优化；
3、进行新技术预研、规划、推行。持续关注新技术，不断提升技术能力。
职位要求：
1、计算机类专业，2年及以上Windows或linux平台C++开发经验，编程功底扎实；
2、熟练掌握win32网络编程，熟悉TCP/IP、VPN等协议，掌握STL、MFC、socket网络编程技术，熟悉web框架，html/css/javascript；
3、具备优秀的逻辑思维能力、系统分析和设计能力，学习能力突出，技术钻研能力强，责任心强，乐于协作分享，能够承担工作压力；
优势条件：
1、具有大规模并发服务器开发经验者优先；
2、具有音视频服务器开发经验者优先；
3、有多线程、多进程项目开发经历。
                            "
C++,广州心娱,广州,15-30K,3-5年,本科,"岗位职责：
负责云游戏客户端相关功能的设计与开发;
负责云游戏虚拟化，VR等产品的设计与开发。
岗位要求：
1.熟悉C++语言，熟练使用Video Studio进行开发调试
2.熟悉tcp/ip,http(s)网络通讯协议
3.熟悉Windows操作系统原理，熟悉Windows API，多线程及内存管理
4.有开源图形界面库开发经验
5.有2年以上PC端开发经验
6.有良好的代码规范
7.有Windows下音视频编解码经验优先
                            "
c++（初级）,赫墨拉游戏,广州,7-14K,1年以内,本科,"岗位职责：
1.手游服务端模块设计与开发；
2.数据库的设计与维护；
3.版本开发维护；
4.优化系统、框架、游戏算法设计。
任职要求：
1.计算机相关专业，本科以上学历；
2.热爱手游开发，对游戏开发充满热情；有游戏开发经验优先；
3.有一定的语言基础，熟悉c++语言。
4.熟悉了解分布式系统开发；
5.熟悉基本数据结构和算法，具备基本的算法设计能力，了解常用的设计模式；
6.熟悉MySQL；
7.熟悉linux + shell；
8.有网络编程基础优先；
9.有独立的用代码解决问题的能力，对待疑难问题有足够的耐心；
10.自学能力强，抗压能力强，工作踏实勤恳，有较强的团队合作精神。
                            "
C/C++开发工程师,广州视臻,广州,10-20K,1-3年,本科,"工作职责：
1.根据产品需求，完成MAXHUB高效会议平台Windows桌面客户端软件的原型、概要和详细设计；
2.参与项目客户端的全过程开发及自测，保证代码质量；
3.负责项目客户端与其它关联软件的接口设计和维护及项目客户端技术难点的预研和突破；
4.负责现有产品架构优化，在团队内开展技术传播，提升团队成员技术能力；
任职资格：
1.本科及以上学历，2年以上工作经验，有多媒体/音视频应用开发经验者优先；
2.熟练掌握C/C++开发，对多进程多线程及网络编程有较深刻的理解；有扎实的软件基础和全面的知识结构；
3.对QT框架熟悉，熟悉互联网常用开源组件的使用；
4.具有良好的沟通协作和学习能力，关注软件设计，喜欢挑战技术难题；
                            "
c++ 开发工程师,多益网络,广州,12-18K,1-3年,本科,"工作职责：
1.根据需求进行相应的程序（网站、IM、语音视频通信）开发，实现各模块功能，编写相应的技术文档；
2.对自己开发的功能进行相关测试，对QC反馈的软件问题进行修复，对软件进行性能、代码优化；
3.参与项目重点、难点模块技术攻关；
4.进行新技术预研、规划、推行。持续关注新技术，不断提升技术能力。
职位要求：
必要条件：
1.计算机类专业本科以上学历，2年及以上Windows或linux平台C++开发经验，熟悉QT开发框架者优先，编程功底扎实；
2.熟练掌握win32网络编程，熟悉TCP/IP、VPN等协议，掌握STL、MFC、socket网络编程技术，熟悉web框架，html/css/javascript；
3.具备优秀的逻辑思维能力、系统分析和设计能力，学习能力突出，技术钻研能力强，责任心强，乐于协作分享，能够承担工作压力；
4.熟悉多线程编程，以及进程间通讯技术实现 
优势条件：
有以下其中一项产品项目开发经验：
1.具有大规模并发服务器开发经验者优先；
2.具有音视频服务器开发经验者优先；
3.具备P2P（bt、emule等协议或其他网络协议）技术研发经验；
4.有chromium浏览器开发经验，熟悉浏览器整个工作流程与基本原理，熟悉常见浏览器内核框架，能够基于chrome内核进一步开发和使用。
                            "
